ResponseId,Career_level,Research_approach,Discipline,Discipline_category,Awareness_Open_Research,Awareness_Preregistration,Awareness_Open_Material,Awareness_Open_Protocols,Awareness_Open_Data,Awareness_FAIR_Data,Awareness_Open_Code/Software,Awareness_Preprints,Awareness_Open_Peer_Review,Awareness_Open_Access,Awareness_Replication_Studies,Awareness_Co-production,Awareness_Recognising_Contributions,Awareness_Citizen_Science,Use_Open_Research,Use_Preregistration,Use_Open_Material,Use_Open_Protocols,Use_Open_Data,Use_FAIR_Data,Use_Open_Code/Software,Use_Preprints,Use_Open_Peer_Review,Use_Open_Access,Use_Replication_Studies,Use_Co-production,Use_Recognising_Contributions,Use_Citizen_Science,Attitudes_Usefulness,Attitudes_Participation,Attitudes_Confidence,Attitudes_Comprehension,Attitudes_Support,Attitudes_Training,Attitudes_Norms,Attitudes_Resources,Attitudes_Assessment,Facilitators_Guidance,Facilitators_Training,Facilitators_Ethical_clarity,Facilitators_Prioritisation,Facilitators_Infrastructure,Facilitators_Time_allocation,Facilitators_Incentives,Facilitators_Recognition,Facilitators_Peer_support,Facilitators_Disciplinary_norms,Facilitators_No_intention,Facilitators_Already_engaged,Facilitators_Something_else,Methods_Archival_/_primary_source,Methods_Case_study_analysis,Methods_Experimental_methods,Methods_Interview_methods,Methods_Meta-analysis_/_research_synthesis,Methods_Observational_methods,Methods_Practise-based_research,Methods_Probabilistic_/_simulation_methods,Methods_Secondary_source_analysis,Methods_Survey_based_methods,Methods_Theoretical_research,Methods_Other
R_2CwtS4hjodtv25g,Junior,Both,Biosciences,Health & Biological Sciences,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,I have used it,Not applicable to my research,I have NOT used it,I use it often,I use it often,I have NOT used it,I have used it,I use it often,I have used it,I have used it,I have NOT used it,I have used it,I have NOT used it,Not applicable to my research,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,Neutral,Not applicable,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8GlKgzvk4jopvuU,(Missing),(Missing),(Missing),NA,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,I have NOT used it,I have NOT used it,Not applicable to my research,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8U5equt6ndzDgiN,Mid,Quantitative,Economics,Social Sciences,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I have used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I use it often,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Neutral,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
R_8qUIE2mKnhGzkHs,Junior,Both,Biosciences,Health & Biological Sciences,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,I use it often,I have NOT used it,I have NOT used it,I have NOT used it,I use it often,I use it often,I have NOT used it,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Not applicable,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
R_8JKqd8qtIGdK1qe,Junior,Both,Medical-allied subjects,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,I use it often,I use it often,I use it often,I have NOT used it,I use it often,I use it often,I have used it,I have used it,I use it often,I have used it,I use it often,I use it often,I have NOT used it,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neutral,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
R_2at7O5CoD4WUJQe,Mid,Both,Medical-allied subjects,Health & Biological Sciences,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have NOT used it,I have used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have used it,I have NOT used it,I use it often,I use it often,I have NOT used it,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
R_8ozHMHJN5x2lNqo,Mid,Qualitative,"Literature, language and area studies",Arts and Humanities,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,Not applicable to my research,I have NOT used it,I have NOT used it,I have used it,I have used it,I have used it,I have used it,I have used it,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
R_8cUFzHmxbo3z6gp,Mid,Both,Biosciences,Health & Biological Sciences,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I have used it,I have NOT used it,I have used it,I use it often,I use it often,I use it often,I have used it,I use it often,I use it often,I use it often,I use it often,I have used it,I use it often,I have NOT used it,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neutral,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8SEPMF6Gy6P6mD7,Junior,Qualitative,History and classics,Arts and Humanities,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have NOT used it,Not applicable to my research,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,Not applicable to my research,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
R_2DLNmxRfc1h6ajt,Senior,Qualitative,Business and management,Social Sciences,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,I have used it,Not applicable to my research,Not applicable to my research,Not applicable to my research,I have used it,I have NOT used it,Not applicable to my research,I use it often,Not applicable to my research,I use it often,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
R_83qE4c51Dn04iPI,Junior,Qualitative,Medicine and dentistry,Health & Biological Sciences,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,NA,NA,NA,I have used it,I have NOT used it,NA,NA,I have NOT used it,NA,I have used it,NA,NA,I have used it,NA,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_842z9bv8M1NlCb7,Junior,Quantitative,Medicine and dentistry,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,I have used it,I have used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Not applicable,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
R_2PY1AT0MHITvnBt,Mid,Both,Medical-allied subjects,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have used it,I have used it,I use it often,I have NOT used it,I have used it,I use it often,Not applicable to my research,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Neutral,Somewhat disagree,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8gYtSwovNWfJvM3,Senior,Quantitative,Medicine and dentistry,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,I use it often,I have NOT used it,I use it often,I have used it,I have NOT used it,I have NOT used it,I have used it,I use it often,I have NOT used it,I have used it,I use it often,I have NOT used it,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Somewhat agree,Strongly agree,Strongly disagree,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8UDRyDOQIdOEa0F,(Missing),(Missing),(Missing),NA,No,No,Yes,No,Yes,No,NA,Yes,Yes,Yes,No,Yes,No,No,Not applicable to my research,Not applicable to my research,I have NOT used it,Not applicable to my research,I have used it,I have used it,NA,I have used it,I have NOT used it,NA,Not applicable to my research,I have NOT used it,Not applicable to my research,Not applicable to my research,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_2hdZQJnefryVw9H,Senior,Quantitative,Geography and environmental studies,Social Sciences,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,I have NOT used it,I have NOT used it,I have NOT used it,I use it often,I have used it,I have used it,I have used it,I have used it,I use it often,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_2pAPvsMyfasmFS4,Junior,Quantitative,Medicine and dentistry,Health & Biological Sciences,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have used it,I have used it,I have used it,I have used it,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_2fr7MUr9VSRm2Et,Mid,Both,Medical-allied subjects,Health & Biological Sciences,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,I use it often,I use it often,I have NOT used it,I use it often,I use it often,I have NOT used it,Not applicable to my research,I use it often,I use it often,I use it often,Not applicable to my research,I use it often,I use it often,Not applicable to my research,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Neutral,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8mR6saGDVgrH8Yp,Mid,Quantitative,Social sciences,Social Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,I use it often,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Neutral,Neutral,Somewhat agree,Neutral,Not applicable,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
R_2EBp1teEpadJf8A,Senior,Both,Engineering and technology,Physical Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,I have used it,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,I have used it,I use it often,I use it often,I use it often,I use it often,I use it often,I use it often,I have NOT used it,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
R_8967WIGZsiZrAtj,Mid,Qualitative,Social sciences,Social Sciences,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,Not applicable to my research,I have used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have used it,Not applicable to my research,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Neutral,Somewhat disagree,Somewhat disagree,Somewhat disagree,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
R_2v8qqthEe8t2PHo,Senior,Qualitative,"Literature, language and area studies",Arts and Humanities,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,I have used it,Not applicable to my research,I have used it,I have NOT used it,Not applicable to my research,Not applicable to my research,I have NOT used it,I have used it,I have NOT used it,I have used it,Not applicable to my research,I have used it,I have used it,I have NOT used it,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
R_2tyw516MZDmwoUo,Senior,Both,Psychology and neuroscience,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I have used it,I have used it,I have used it,I have used it,I use it often,I have NOT used it,Not applicable to my research,I have used it,I have NOT used it,I use it often,I have NOT used it,I have used it,I use it often,I have NOT used it,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Strongly agree,Somewhat disagree,Strongly disagree,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8aB68HELXjpZPC9,Mid,Neither,Economics,Social Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,Not applicable to my research,I use it often,I have NOT used it,I have used it,I have NOT used it,I use it often,I have NOT used it,Not applicable to my research,Somewhat agree,Neutral,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Not applicable,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
R_8qqvomAT22BPCNs,Senior,Quantitative,Economics,Social Sciences,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have NOT used it,I have used it,I have NOT used it,I have NOT used it,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Neutral,Strongly disagree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
R_2iO0SN1GGrFRKAp,Mid,Both,History and classics,Arts and Humanities,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,I have used it,Not applicable to my research,I have NOT used it,Not applicable to my research,I use it often,I have NOT used it,Not applicable to my research,I use it often,I have NOT used it,I use it often,I have NOT used it,I have NOT used it,I have NOT used it,I use it often,Neutral,Neutral,Neutral,Somewhat agree,Neutral,Neutral,Somewhat disagree,Somewhat disagree,Strongly disagree,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
R_8GvnpeuFpFXnabR,Mid,Qualitative,Social sciences,Social Sciences,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable to my research,Not applicable to my research,Not applicable to my research,Not applicable to my research,I have NOT used it,I have NOT used it,Not applicable to my research,Not applicable to my research,I have used it,I use it often,Not applicable to my research,NA,I have NOT used it,Not applicable to my research,Somewhat disagree,Neutral,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Not applicable,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
R_8WwKkzKnmTKXYLR,Mid,Quantitative,Social sciences,Social Sciences,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have used it,I have used it,I have NOT used it,I have used it,I have NOT used it,Not applicable to my research,I have NOT used it,I have NOT used it,I use it often,I have NOT used it,I have used it,I use it often,I have NOT used it,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
R_2t6hoF1FZ77LY3k,Junior,Qualitative,Social sciences,Social Sciences,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,I have NOT used it,Not applicable to my research,Not applicable to my research,I have NOT used it,I have NOT used it,I have NOT used it,Not applicable to my research,I have used it,I have NOT used it,I have NOT used it,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8SfwU37gRgfMbrV,Mid,Qualitative,Business and management,Social Sciences,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I use it often,NA,NA,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_2pRJHbGX1wY90ir,Senior,Quantitative,Computing and information sciences,Physical Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have used it,I have NOT used it,I have used it,Not applicable to my research,I have used it,I have NOT used it,I have used it,I have used it,I have used it,I have used it,Not applicable to my research,I have used it,I have NOT used it,Not applicable to my research,Neutral,Neutral,Somewhat agree,Neutral,Somewhat agree,Neutral,Neutral,Somewhat agree,Strongly disagree,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
R_8v5QTRoNKYLDdHr,Senior,Both,Psychology and neuroscience,Health & Biological Sciences,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I have used it,I have used it,I have NOT used it,I have used it,I have used it,I have NOT used it,I have NOT used it,I have used it,I use it often,I have used it,I have NOT used it,I have used it,I have used it,Not applicable to my research,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Neutral,Strongly disagree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
R_21N5bGazjo2LJaY,Senior,Both,Medicine and dentistry,Health & Biological Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,I have used it,I have used it,I use it often,I have used it,I have used it,Not applicable to my research,I have NOT used it,I have used it,I use it often,I have used it,I have used it,I use it often,I have NOT used it,Somewhat disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
R_8KNkpTNTkuiMmBL,(Missing),(Missing),(Missing),NA,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I have NOT used it,I use it often,I have NOT used it,I have used it,I have used it,I have NOT used it,Not applicable to my research,I use it often,I have NOT used it,I have used it,NA,I have used it,I use it often,I have NOT used it,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
R_8QF3nEOB06LsYHX,Junior,Both,Psychology and neuroscience,Health & Biological Sciences,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I use it often,I use it often,I use it often,I have NOT used it,I have used it,I have NOT used it,I have used it,I use it often,I have NOT used it,I use it often,I have used it,I have used it,I use it often,I have NOT used it,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Not applicable,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
